# Selection : patch(outletGeo)
# Faces  :    94
# Area   :    8.762406e-06
# Time        	areaAverage(U)
0.174268      	(-1.785042e+00 1.715998e+00 2.709867e-08)
0.174287      	(-1.785388e+00 1.716345e+00 2.709984e-08)
0.174306      	(-1.785734e+00 1.716691e+00 2.710213e-08)
0.174326      	(-1.786080e+00 1.717037e+00 2.710558e-08)
0.174345      	(-1.786425e+00 1.717382e+00 2.711006e-08)
0.174364      	(-1.786770e+00 1.717727e+00 2.711536e-08)
0.174383      	(-1.787114e+00 1.718072e+00 2.712120e-08)
0.174403      	(-1.787459e+00 1.718417e+00 2.712734e-08)
0.174422      	(-1.787805e+00 1.718764e+00 2.713930e-08)
0.174441      	(-1.788152e+00 1.719113e+00 2.715288e-08)
0.17446       	(-1.788500e+00 1.719461e+00 2.716399e-08)
0.17448       	(-1.788847e+00 1.719809e+00 2.717200e-08)
0.174499      	(-1.789194e+00 1.720156e+00 2.717665e-08)
0.174518      	(-1.789539e+00 1.720502e+00 2.717858e-08)
0.174537      	(-1.789883e+00 1.720847e+00 2.717881e-08)
0.174557      	(-1.790226e+00 1.721191e+00 2.717841e-08)
0.174576      	(-1.790569e+00 1.721534e+00 2.717827e-08)
0.174595      	(-1.790911e+00 1.721877e+00 2.717900e-08)
0.174614      	(-1.791252e+00 1.722219e+00 2.718090e-08)
0.174634      	(-1.791593e+00 1.722561e+00 2.718402e-08)
0.174653      	(-1.791934e+00 1.722902e+00 2.718823e-08)
0.174672      	(-1.792274e+00 1.723243e+00 2.719328e-08)
0.174691      	(-1.792614e+00 1.723584e+00 2.719890e-08)
0.174711      	(-1.792954e+00 1.723925e+00 2.720483e-08)
0.17473       	(-1.793294e+00 1.724266e+00 2.721085e-08)
0.174749      	(-1.793636e+00 1.724609e+00 2.722287e-08)
0.174768      	(-1.793979e+00 1.724953e+00 2.723648e-08)
0.174787      	(-1.794322e+00 1.725298e+00 2.724748e-08)
0.174806      	(-1.794665e+00 1.725642e+00 2.725520e-08)
0.174826      	(-1.795007e+00 1.725985e+00 2.725942e-08)
0.174845      	(-1.795348e+00 1.726327e+00 2.726074e-08)
0.174864      	(-1.795687e+00 1.726667e+00 2.726028e-08)
0.174883      	(-1.796026e+00 1.727007e+00 2.725919e-08)
0.174902      	(-1.796364e+00 1.727346e+00 2.725839e-08)
0.174921      	(-1.796701e+00 1.727685e+00 2.725853e-08)
0.174941      	(-1.797038e+00 1.728022e+00 2.725994e-08)
0.17496       	(-1.797374e+00 1.728360e+00 2.726265e-08)
0.174979      	(-1.797710e+00 1.728697e+00 2.726653e-08)
0.174998      	(-1.798046e+00 1.729034e+00 2.727131e-08)
0.175017      	(-1.798381e+00 1.729371e+00 2.727671e-08)
0.175036      	(-1.798716e+00 1.729707e+00 2.728244e-08)
0.175056      	(-1.799051e+00 1.730044e+00 2.728828e-08)
0.175075      	(-1.799386e+00 1.730380e+00 2.729405e-08)
0.175094      	(-1.799721e+00 1.730716e+00 2.729966e-08)
0.175113      	(-1.800057e+00 1.731055e+00 2.731152e-08)
0.175132      	(-1.800396e+00 1.731395e+00 2.732385e-08)
0.175151      	(-1.800734e+00 1.731735e+00 2.733393e-08)
0.17517       	(-1.801072e+00 1.732075e+00 2.734090e-08)
0.175189      	(-1.801409e+00 1.732413e+00 2.734439e-08)
0.175208      	(-1.801745e+00 1.732751e+00 2.734499e-08)
0.175228      	(-1.802080e+00 1.733087e+00 2.734384e-08)
0.175247      	(-1.802413e+00 1.733422e+00 2.734211e-08)
0.175266      	(-1.802746e+00 1.733756e+00 2.734076e-08)
0.175285      	(-1.803078e+00 1.734090e+00 2.734047e-08)
0.175304      	(-1.803409e+00 1.734423e+00 2.734155e-08)
0.175323      	(-1.803740e+00 1.734756e+00 2.734561e-08)
0.175342      	(-1.804071e+00 1.735089e+00 2.735171e-08)
0.175361      	(-1.804402e+00 1.735421e+00 2.735888e-08)
0.17538       	(-1.804732e+00 1.735753e+00 2.736634e-08)
0.175399      	(-1.805062e+00 1.736085e+00 2.737358e-08)
0.175418      	(-1.805391e+00 1.736416e+00 2.738032e-08)
0.175438      	(-1.805721e+00 1.736748e+00 2.738652e-08)
0.175457      	(-1.806050e+00 1.737079e+00 2.739224e-08)
0.175476      	(-1.806380e+00 1.737410e+00 2.739760e-08)
0.175495      	(-1.806708e+00 1.737741e+00 2.740270e-08)
0.175514      	(-1.807040e+00 1.738075e+00 2.742356e-08)
0.175533      	(-1.807373e+00 1.738410e+00 2.743020e-08)
0.175552      	(-1.807706e+00 1.738746e+00 2.742130e-08)
0.175571      	(-1.808039e+00 1.739081e+00 2.740232e-08)
0.17559       	(-1.808371e+00 1.739415e+00 2.737681e-08)
0.175609      	(-1.808701e+00 1.739747e+00 2.734968e-08)
0.175628      	(-1.809030e+00 1.740079e+00 2.732606e-08)
0.175647      	(-1.809358e+00 1.740409e+00 2.730990e-08)
0.175666      	(-1.809685e+00 1.740738e+00 2.730344e-08)
0.175685      	(-1.810012e+00 1.741066e+00 2.730718e-08)
0.175704      	(-1.810337e+00 1.741394e+00 2.732008e-08)
0.175723      	(-1.810663e+00 1.741722e+00 2.734010e-08)
0.175742      	(-1.810988e+00 1.742049e+00 2.736465e-08)
0.175761      	(-1.811312e+00 1.742376e+00 2.739112e-08)
0.17578       	(-1.811637e+00 1.742703e+00 2.741717e-08)
0.175799      	(-1.811961e+00 1.743030e+00 2.744104e-08)
0.175818      	(-1.812285e+00 1.743356e+00 2.746157e-08)
0.175837      	(-1.812609e+00 1.743683e+00 2.747825e-08)
0.175856      	(-1.812932e+00 1.744009e+00 2.749107e-08)
0.175875      	(-1.813256e+00 1.744335e+00 2.750045e-08)
0.175894      	(-1.813579e+00 1.744661e+00 2.750703e-08)
0.175913      	(-1.813902e+00 1.744986e+00 2.751154e-08)
0.175932      	(-1.814228e+00 1.745315e+00 2.753019e-08)
0.175951      	(-1.814555e+00 1.745645e+00 2.753485e-08)
0.17597       	(-1.814883e+00 1.745976e+00 2.752506e-08)
0.175989      	(-1.815211e+00 1.746306e+00 2.750449e-08)
0.176008      	(-1.815537e+00 1.746635e+00 2.747762e-08)
0.176027      	(-1.815862e+00 1.746962e+00 2.744936e-08)
0.176045      	(-1.816185e+00 1.747288e+00 2.742477e-08)
0.176064      	(-1.816507e+00 1.747613e+00 2.740772e-08)
0.176083      	(-1.816828e+00 1.747937e+00 2.740040e-08)
0.176102      	(-1.817149e+00 1.748260e+00 2.740324e-08)
0.176121      	(-1.817468e+00 1.748583e+00 2.741519e-08)
0.17614       	(-1.817788e+00 1.748905e+00 2.743418e-08)
0.176159      	(-1.818107e+00 1.749226e+00 2.745767e-08)
0.176178      	(-1.818425e+00 1.749548e+00 2.748305e-08)
0.176197      	(-1.818744e+00 1.749869e+00 2.750806e-08)
0.176216      	(-1.819062e+00 1.750190e+00 2.753094e-08)
0.176235      	(-1.819380e+00 1.750511e+00 2.755058e-08)
0.176254      	(-1.819698e+00 1.750832e+00 2.756646e-08)
0.176272      	(-1.820015e+00 1.751153e+00 2.757859e-08)
0.176291      	(-1.820332e+00 1.751473e+00 2.758738e-08)
0.17631       	(-1.820650e+00 1.751793e+00 2.759344e-08)
0.176329      	(-1.820967e+00 1.752114e+00 2.759748e-08)
0.176348      	(-1.821283e+00 1.752433e+00 2.760022e-08)
0.176367      	(-1.821600e+00 1.752753e+00 2.760223e-08)
0.176386      	(-1.821916e+00 1.753073e+00 2.760397e-08)
0.176405      	(-1.822232e+00 1.753392e+00 2.760573e-08)
0.176424      	(-1.822551e+00 1.753714e+00 2.762372e-08)
0.176443      	(-1.822873e+00 1.754039e+00 2.763060e-08)
0.176461      	(-1.823195e+00 1.754365e+00 2.762159e-08)
0.17648       	(-1.823516e+00 1.754689e+00 2.760150e-08)
0.176499      	(-1.823835e+00 1.755012e+00 2.757460e-08)
0.176518      	(-1.824154e+00 1.755334e+00 2.754584e-08)
0.176537      	(-1.824470e+00 1.755654e+00 2.752036e-08)
0.176556      	(-1.824786e+00 1.755972e+00 2.750230e-08)
0.176574      	(-1.825100e+00 1.756290e+00 2.749399e-08)
0.176593      	(-1.825413e+00 1.756607e+00 2.749598e-08)
0.176612      	(-1.825726e+00 1.756923e+00 2.750723e-08)
0.176631      	(-1.826039e+00 1.757239e+00 2.752568e-08)
0.17665       	(-1.826350e+00 1.757554e+00 2.754874e-08)
0.176668      	(-1.826662e+00 1.757869e+00 2.757378e-08)
0.176687      	(-1.826973e+00 1.758184e+00 2.759849e-08)
0.176706      	(-1.827284e+00 1.758498e+00 2.762111e-08)
0.176725      	(-1.827595e+00 1.758813e+00 2.764051e-08)
0.176744      	(-1.827906e+00 1.759127e+00 2.765619e-08)
0.176763      	(-1.828216e+00 1.759441e+00 2.766815e-08)
0.176781      	(-1.828527e+00 1.759755e+00 2.767678e-08)
0.1768        	(-1.828837e+00 1.760069e+00 2.768269e-08)
0.176819      	(-1.829147e+00 1.760383e+00 2.768659e-08)
0.176838      	(-1.829456e+00 1.760696e+00 2.768914e-08)
0.176857      	(-1.829766e+00 1.761009e+00 2.769094e-08)
0.176875      	(-1.830075e+00 1.761322e+00 2.769242e-08)
0.176894      	(-1.830384e+00 1.761635e+00 2.769388e-08)
0.176913      	(-1.830693e+00 1.761948e+00 2.769549e-08)
0.176932      	(-1.831001e+00 1.762260e+00 2.769730e-08)
0.176951      	(-1.831310e+00 1.762572e+00 2.769933e-08)
0.176969      	(-1.831622e+00 1.762889e+00 2.771664e-08)
0.176988      	(-1.831936e+00 1.763207e+00 2.773455e-08)
0.177007      	(-1.832252e+00 1.763527e+00 2.772326e-08)
0.177026      	(-1.832566e+00 1.763846e+00 2.768780e-08)
0.177044      	(-1.832879e+00 1.764163e+00 2.763679e-08)
0.177063      	(-1.833190e+00 1.764478e+00 2.758019e-08)
0.177082      	(-1.833500e+00 1.764791e+00 2.752770e-08)
0.1771        	(-1.833807e+00 1.765103e+00 2.748757e-08)
0.177119      	(-1.834114e+00 1.765413e+00 2.746501e-08)
0.177138      	(-1.834420e+00 1.765723e+00 2.746183e-08)
0.177157      	(-1.834725e+00 1.766032e+00 2.747680e-08)
0.177175      	(-1.835029e+00 1.766340e+00 2.750647e-08)
0.177194      	(-1.835333e+00 1.766648e+00 2.754615e-08)
0.177213      	(-1.835637e+00 1.766956e+00 2.759083e-08)
0.177231      	(-1.835940e+00 1.767264e+00 2.763595e-08)
0.17725       	(-1.836243e+00 1.767571e+00 2.767786e-08)
0.177269      	(-1.836546e+00 1.767878e+00 2.771407e-08)
0.177288      	(-1.836849e+00 1.768185e+00 2.774330e-08)
0.177306      	(-1.837151e+00 1.768492e+00 2.776528e-08)
0.177325      	(-1.837454e+00 1.768799e+00 2.778057e-08)
0.177344      	(-1.837756e+00 1.769105e+00 2.779024e-08)
0.177362      	(-1.838058e+00 1.769412e+00 2.779561e-08)
0.177381      	(-1.838360e+00 1.769718e+00 2.779802e-08)
0.1774        	(-1.838661e+00 1.770024e+00 2.779866e-08)
0.177418      	(-1.838962e+00 1.770329e+00 2.779849e-08)
0.177437      	(-1.839264e+00 1.770635e+00 2.779818e-08)
0.177456      	(-1.839564e+00 1.770940e+00 2.779814e-08)
0.177475      	(-1.839865e+00 1.771245e+00 2.779855e-08)
0.177493      	(-1.840165e+00 1.771550e+00 2.779943e-08)
0.177512      	(-1.840465e+00 1.771855e+00 2.780069e-08)
0.177531      	(-1.840765e+00 1.772159e+00 2.780223e-08)
0.177549      	(-1.841065e+00 1.772463e+00 2.780392e-08)
0.177568      	(-1.841364e+00 1.772767e+00 2.780566e-08)
0.177587      	(-1.841664e+00 1.773071e+00 2.780742e-08)
0.177606      	(-1.841963e+00 1.773375e+00 2.780917e-08)
0.177624      	(-1.842261e+00 1.773679e+00 2.781092e-08)
0.177643      	(-1.842565e+00 1.773987e+00 2.782640e-08)
0.177661      	(-1.842872e+00 1.774300e+00 2.784237e-08)
0.17768       	(-1.843180e+00 1.774613e+00 2.783142e-08)
0.177698      	(-1.843487e+00 1.774925e+00 2.779611e-08)
0.177717      	(-1.843792e+00 1.775235e+00 2.774608e-08)
0.177736      	(-1.844095e+00 1.775542e+00 2.769063e-08)
0.177754      	(-1.844396e+00 1.775848e+00 2.763908e-08)
0.177773      	(-1.844695e+00 1.776151e+00 2.759940e-08)
0.177791      	(-1.844992e+00 1.776453e+00 2.757681e-08)
0.17781       	(-1.845288e+00 1.776754e+00 2.757318e-08)
0.177828      	(-1.845584e+00 1.777054e+00 2.758741e-08)
0.177847      	(-1.845878e+00 1.777354e+00 2.761618e-08)
0.177866      	(-1.846172e+00 1.777653e+00 2.765491e-08)
0.177884      	(-1.846466e+00 1.777951e+00 2.769871e-08)
0.177903      	(-1.846760e+00 1.778250e+00 2.774305e-08)
0.177921      	(-1.847053e+00 1.778548e+00 2.778433e-08)
0.17794       	(-1.847346e+00 1.778846e+00 2.782006e-08)
0.177958      	(-1.847639e+00 1.779144e+00 2.784895e-08)
0.177977      	(-1.847931e+00 1.779442e+00 2.787070e-08)
0.177995      	(-1.848224e+00 1.779739e+00 2.788584e-08)
0.178014      	(-1.848516e+00 1.780037e+00 2.789539e-08)
0.178033      	(-1.848808e+00 1.780334e+00 2.790066e-08)
0.178051      	(-1.849100e+00 1.780631e+00 2.790294e-08)
0.17807       	(-1.849392e+00 1.780928e+00 2.790341e-08)
0.178088      	(-1.849683e+00 1.781224e+00 2.790302e-08)
0.178107      	(-1.849974e+00 1.781521e+00 2.790242e-08)
0.178125      	(-1.850265e+00 1.781817e+00 2.790202e-08)
0.178144      	(-1.850556e+00 1.782113e+00 2.790202e-08)
0.178162      	(-1.850846e+00 1.782408e+00 2.790244e-08)
0.178181      	(-1.851137e+00 1.782704e+00 2.790323e-08)
0.1782        	(-1.851427e+00 1.782999e+00 2.790427e-08)
0.178218      	(-1.851716e+00 1.783294e+00 2.790548e-08)
0.178237      	(-1.852006e+00 1.783589e+00 2.790677e-08)
0.178255      	(-1.852295e+00 1.783884e+00 2.790809e-08)
0.178274      	(-1.852584e+00 1.784179e+00 2.790944e-08)
0.178292      	(-1.852873e+00 1.784473e+00 2.791083e-08)
0.178311      	(-1.853162e+00 1.784767e+00 2.791228e-08)
0.17833       	(-1.853450e+00 1.785061e+00 2.791384e-08)
0.178348      	(-1.853739e+00 1.785355e+00 2.791551e-08)
0.178367      	(-1.854027e+00 1.785648e+00 2.791733e-08)
0.178385      	(-1.854314e+00 1.785942e+00 2.791930e-08)
0.178404      	(-1.854602e+00 1.786235e+00 2.792141e-08)
0.178422      	(-1.854889e+00 1.786528e+00 2.792364e-08)
0.178441      	(-1.855176e+00 1.786821e+00 2.792597e-08)
0.178459      	(-1.855463e+00 1.787114e+00 2.792839e-08)
0.178478      	(-1.855750e+00 1.787406e+00 2.793086e-08)
0.178497      	(-1.856036e+00 1.787698e+00 2.793338e-08)
0.178515      	(-1.856323e+00 1.787990e+00 2.793593e-08)
0.178533      	(-1.856617e+00 1.788291e+00 2.794996e-08)
0.178552      	(-1.856917e+00 1.788597e+00 2.796296e-08)
0.17857       	(-1.857218e+00 1.788905e+00 2.796370e-08)
0.178588      	(-1.857519e+00 1.789212e+00 2.794493e-08)
0.178607      	(-1.857816e+00 1.789515e+00 2.788399e-08)
0.178625      	(-1.858110e+00 1.789814e+00 2.779421e-08)
0.178643      	(-1.858400e+00 1.790110e+00 2.769397e-08)
0.178662      	(-1.858688e+00 1.790403e+00 2.760097e-08)
0.17868       	(-1.858973e+00 1.790694e+00 2.752942e-08)
0.178698      	(-1.859256e+00 1.790983e+00 2.748848e-08)
0.178717      	(-1.859539e+00 1.791271e+00 2.748157e-08)
0.178735      	(-1.859820e+00 1.791558e+00 2.750671e-08)
0.178753      	(-1.860101e+00 1.791845e+00 2.755797e-08)
0.178772      	(-1.860381e+00 1.792131e+00 2.762715e-08)
0.17879       	(-1.860661e+00 1.792416e+00 2.770541e-08)
0.178808      	(-1.860940e+00 1.792702e+00 2.778464e-08)
0.178827      	(-1.861220e+00 1.792987e+00 2.785829e-08)
0.178845      	(-1.861499e+00 1.793273e+00 2.792186e-08)
0.178863      	(-1.861778e+00 1.793558e+00 2.797294e-08)
0.178882      	(-1.862057e+00 1.793843e+00 2.801101e-08)
0.1789        	(-1.862336e+00 1.794128e+00 2.803694e-08)
0.178918      	(-1.862615e+00 1.794412e+00 2.805259e-08)
0.178937      	(-1.862893e+00 1.794697e+00 2.806026e-08)
0.178955      	(-1.863171e+00 1.794981e+00 2.806236e-08)
0.178973      	(-1.863449e+00 1.795265e+00 2.806101e-08)
0.178992      	(-1.863727e+00 1.795549e+00 2.805797e-08)
0.17901       	(-1.864004e+00 1.795832e+00 2.805448e-08)
0.179028      	(-1.864281e+00 1.796115e+00 2.805133e-08)
0.179047      	(-1.864558e+00 1.796398e+00 2.804890e-08)
0.179065      	(-1.864835e+00 1.796681e+00 2.804729e-08)
0.179083      	(-1.865111e+00 1.796964e+00 2.804641e-08)
0.179102      	(-1.865387e+00 1.797246e+00 2.804608e-08)
0.17912       	(-1.865663e+00 1.797528e+00 2.804611e-08)
0.179138      	(-1.865939e+00 1.797811e+00 2.804633e-08)
0.179157      	(-1.866214e+00 1.798092e+00 2.804664e-08)
0.179175      	(-1.866489e+00 1.798374e+00 2.804699e-08)
0.179193      	(-1.866764e+00 1.798656e+00 2.804739e-08)
0.179212      	(-1.867039e+00 1.798937e+00 2.804786e-08)
0.17923       	(-1.867314e+00 1.799218e+00 2.804845e-08)
0.179248      	(-1.867588e+00 1.799499e+00 2.804922e-08)
0.179267      	(-1.867862e+00 1.799780e+00 2.805019e-08)
0.179285      	(-1.868136e+00 1.800060e+00 2.805137e-08)
0.179303      	(-1.868409e+00 1.800341e+00 2.805278e-08)
0.179322      	(-1.868683e+00 1.800621e+00 2.805438e-08)
0.17934       	(-1.868956e+00 1.800901e+00 2.805616e-08)
0.179358      	(-1.869229e+00 1.801180e+00 2.805807e-08)
0.179377      	(-1.869502e+00 1.801460e+00 2.806009e-08)
0.179395      	(-1.869774e+00 1.801739e+00 2.806218e-08)
0.179413      	(-1.870047e+00 1.802019e+00 2.806432e-08)
0.179432      	(-1.870319e+00 1.802298e+00 2.806650e-08)
0.17945       	(-1.870590e+00 1.802577e+00 2.806870e-08)
0.179468      	(-1.870862e+00 1.802855e+00 2.807093e-08)
0.179487      	(-1.871133e+00 1.803134e+00 2.807317e-08)
0.179505      	(-1.871405e+00 1.803412e+00 2.807543e-08)
0.179523      	(-1.871676e+00 1.803690e+00 2.807772e-08)
0.179542      	(-1.871946e+00 1.803968e+00 2.808003e-08)
0.17956       	(-1.872217e+00 1.804246e+00 2.808237e-08)
0.179578      	(-1.872487e+00 1.804523e+00 2.808474e-08)
0.179597      	(-1.872757e+00 1.804800e+00 2.808713e-08)
0.179615      	(-1.873027e+00 1.805077e+00 2.808955e-08)
0.179633      	(-1.873297e+00 1.805354e+00 2.809200e-08)
0.179652      	(-1.873566e+00 1.805631e+00 2.809447e-08)
0.17967       	(-1.873836e+00 1.805908e+00 2.809696e-08)
0.179688      	(-1.874105e+00 1.806184e+00 2.809947e-08)
0.179707      	(-1.874373e+00 1.806460e+00 2.810201e-08)
0.179725      	(-1.874642e+00 1.806736e+00 2.810456e-08)
0.179743      	(-1.874910e+00 1.807011e+00 2.810713e-08)
0.179762      	(-1.875179e+00 1.807287e+00 2.810972e-08)
0.17978       	(-1.875447e+00 1.807562e+00 2.811232e-08)
0.179798      	(-1.875714e+00 1.807837e+00 2.811494e-08)
0.179817      	(-1.875982e+00 1.808112e+00 2.811758e-08)
0.179835      	(-1.876249e+00 1.808387e+00 2.812024e-08)
0.179853      	(-1.876516e+00 1.808661e+00 2.812291e-08)
0.179872      	(-1.876783e+00 1.808936e+00 2.812559e-08)
0.17989       	(-1.877050e+00 1.809210e+00 2.812829e-08)
0.179908      	(-1.877316e+00 1.809484e+00 2.813101e-08)
0.179927      	(-1.877583e+00 1.809757e+00 2.813375e-08)
0.179945      	(-1.877849e+00 1.810031e+00 2.813650e-08)
0.179963      	(-1.878115e+00 1.810304e+00 2.813927e-08)
0.179982      	(-1.878380e+00 1.810577e+00 2.814205e-08)
0.18          	(-1.878646e+00 1.810850e+00 2.814484e-08)
0.180018      	(-1.878911e+00 1.811123e+00 2.814937e-08)
0.180037      	(-1.879177e+00 1.811397e+00 2.815431e-08)
0.180055      	(-1.879443e+00 1.811670e+00 2.815881e-08)
0.180073      	(-1.879709e+00 1.811944e+00 2.816239e-08)
0.180092      	(-1.879974e+00 1.812216e+00 2.816507e-08)
0.18011       	(-1.880239e+00 1.812489e+00 2.816701e-08)
0.180128      	(-1.880505e+00 1.812762e+00 2.817156e-08)
0.180146      	(-1.880771e+00 1.813035e+00 2.817640e-08)
0.180165      	(-1.881037e+00 1.813309e+00 2.818075e-08)
0.180183      	(-1.881303e+00 1.813582e+00 2.818381e-08)
0.180201      	(-1.881568e+00 1.813854e+00 2.818548e-08)
0.18022       	(-1.881832e+00 1.814126e+00 2.818611e-08)
0.180238      	(-1.882095e+00 1.814397e+00 2.818618e-08)
0.180256      	(-1.882358e+00 1.814667e+00 2.818621e-08)
0.180274      	(-1.882620e+00 1.814937e+00 2.818660e-08)
0.180293      	(-1.882882e+00 1.815206e+00 2.818758e-08)
0.180311      	(-1.883143e+00 1.815475e+00 2.818928e-08)
0.180329      	(-1.883405e+00 1.815743e+00 2.819166e-08)
0.180348      	(-1.883665e+00 1.816012e+00 2.819461e-08)
0.180366      	(-1.883927e+00 1.816281e+00 2.820214e-08)
0.180384      	(-1.884190e+00 1.816551e+00 2.821001e-08)
0.180402      	(-1.884453e+00 1.816822e+00 2.821708e-08)
0.180421      	(-1.884715e+00 1.817091e+00 2.822236e-08)
0.180439      	(-1.884977e+00 1.817361e+00 2.822562e-08)
0.180457      	(-1.885238e+00 1.817629e+00 2.822722e-08)
0.180475      	(-1.885498e+00 1.817897e+00 2.822772e-08)
0.180494      	(-1.885758e+00 1.818164e+00 2.822772e-08)
0.180512      	(-1.886017e+00 1.818430e+00 2.822777e-08)
0.18053       	(-1.886275e+00 1.818696e+00 2.822822e-08)
0.180548      	(-1.886534e+00 1.818962e+00 2.822929e-08)
0.180567      	(-1.886792e+00 1.819228e+00 2.823102e-08)
0.180585      	(-1.887049e+00 1.819493e+00 2.823337e-08)
0.180603      	(-1.887308e+00 1.819759e+00 2.823954e-08)
0.180621      	(-1.887568e+00 1.820026e+00 2.824652e-08)
0.180639      	(-1.887827e+00 1.820293e+00 2.825304e-08)
0.180658      	(-1.888086e+00 1.820560e+00 2.825796e-08)
0.180676      	(-1.888345e+00 1.820826e+00 2.826100e-08)
0.180694      	(-1.888603e+00 1.821091e+00 2.826247e-08)
0.180712      	(-1.888860e+00 1.821356e+00 2.826293e-08)
0.18073       	(-1.889116e+00 1.821620e+00 2.826297e-08)
0.180749      	(-1.889372e+00 1.821883e+00 2.826311e-08)
0.180767      	(-1.889627e+00 1.822146e+00 2.826372e-08)
0.180785      	(-1.889883e+00 1.822409e+00 2.826499e-08)
0.180803      	(-1.890137e+00 1.822671e+00 2.826695e-08)
0.180821      	(-1.890392e+00 1.822933e+00 2.826955e-08)
0.18084       	(-1.890646e+00 1.823195e+00 2.827264e-08)
0.180858      	(-1.890901e+00 1.823458e+00 2.827952e-08)
0.180876      	(-1.891157e+00 1.823722e+00 2.828707e-08)
0.180894      	(-1.891413e+00 1.823986e+00 2.829397e-08)
0.180912      	(-1.891669e+00 1.824249e+00 2.829912e-08)
0.180931      	(-1.891924e+00 1.824512e+00 2.830225e-08)
0.180949      	(-1.892179e+00 1.824774e+00 2.830373e-08)
0.180967      	(-1.892432e+00 1.825035e+00 2.830413e-08)
0.180985      	(-1.892685e+00 1.825296e+00 2.830410e-08)
0.181003      	(-1.892938e+00 1.825556e+00 2.830417e-08)
0.181021      	(-1.893190e+00 1.825815e+00 2.830473e-08)
0.18104       	(-1.893441e+00 1.826075e+00 2.830598e-08)
0.181058      	(-1.893692e+00 1.826334e+00 2.830795e-08)
0.181076      	(-1.893943e+00 1.826592e+00 2.831059e-08)
0.181094      	(-1.894194e+00 1.826851e+00 2.831373e-08)
0.181112      	(-1.894446e+00 1.827110e+00 2.832079e-08)
0.18113       	(-1.894698e+00 1.827371e+00 2.832855e-08)
0.181149      	(-1.894951e+00 1.827632e+00 2.833564e-08)
0.181167      	(-1.895203e+00 1.827892e+00 2.834094e-08)
0.181185      	(-1.895455e+00 1.828151e+00 2.834418e-08)
0.181203      	(-1.895706e+00 1.828410e+00 2.834572e-08)
0.181221      	(-1.895956e+00 1.828668e+00 2.834615e-08)
0.181239      	(-1.896206e+00 1.828925e+00 2.834614e-08)
0.181257      	(-1.896454e+00 1.829182e+00 2.834624e-08)
0.181276      	(-1.896703e+00 1.829438e+00 2.834683e-08)
0.181294      	(-1.896951e+00 1.829694e+00 2.834812e-08)
0.181312      	(-1.897199e+00 1.829950e+00 2.835015e-08)
0.18133       	(-1.897446e+00 1.830205e+00 2.835285e-08)
0.181348      	(-1.897693e+00 1.830460e+00 2.835607e-08)
0.181366      	(-1.897940e+00 1.830715e+00 2.835965e-08)
0.181384      	(-1.898188e+00 1.830971e+00 2.836709e-08)
0.181402      	(-1.898437e+00 1.831228e+00 2.837513e-08)
0.181421      	(-1.898686e+00 1.831486e+00 2.838239e-08)
0.181439      	(-1.898935e+00 1.831742e+00 2.838773e-08)
0.181457      	(-1.899183e+00 1.831998e+00 2.839092e-08)
0.181475      	(-1.899430e+00 1.832254e+00 2.839236e-08)
0.181493      	(-1.899676e+00 1.832508e+00 2.839268e-08)
0.181511      	(-1.899922e+00 1.832762e+00 2.839255e-08)
0.181529      	(-1.900167e+00 1.833015e+00 2.839255e-08)
0.181547      	(-1.900412e+00 1.833268e+00 2.839308e-08)
0.181565      	(-1.900656e+00 1.833520e+00 2.839434e-08)
0.181583      	(-1.900900e+00 1.833772e+00 2.839637e-08)
0.181602      	(-1.901144e+00 1.834024e+00 2.839910e-08)
0.18162       	(-1.901387e+00 1.834276e+00 2.840238e-08)
0.181638      	(-1.901630e+00 1.834527e+00 2.840603e-08)
0.181656      	(-1.901873e+00 1.834778e+00 2.840990e-08)
0.181674      	(-1.902117e+00 1.835031e+00 2.841761e-08)
0.181692      	(-1.902362e+00 1.835284e+00 2.842587e-08)
0.18171       	(-1.902607e+00 1.835538e+00 2.843325e-08)
0.181728      	(-1.902852e+00 1.835791e+00 2.843862e-08)
0.181746      	(-1.903096e+00 1.836043e+00 2.844179e-08)
0.181764      	(-1.903339e+00 1.836295e+00 2.844315e-08)
0.181782      	(-1.903582e+00 1.836545e+00 2.844338e-08)
0.1818        	(-1.903823e+00 1.836795e+00 2.844316e-08)
0.181818      	(-1.904065e+00 1.837045e+00 2.844308e-08)
0.181836      	(-1.904305e+00 1.837294e+00 2.844356e-08)
0.181855      	(-1.904545e+00 1.837543e+00 2.844480e-08)
0.181873      	(-1.904785e+00 1.837791e+00 2.844684e-08)
0.181891      	(-1.905025e+00 1.838039e+00 2.844961e-08)
0.181909      	(-1.905264e+00 1.838287e+00 2.845295e-08)
0.181927      	(-1.905503e+00 1.838534e+00 2.845668e-08)
0.181945      	(-1.905742e+00 1.838781e+00 2.846064e-08)
0.181963      	(-1.905982e+00 1.839030e+00 2.846859e-08)
0.181981      	(-1.906223e+00 1.839280e+00 2.847774e-08)
0.181999      	(-1.906465e+00 1.839530e+00 2.848524e-08)
0.182017      	(-1.906705e+00 1.839779e+00 2.849068e-08)
0.182035      	(-1.906946e+00 1.840028e+00 2.849383e-08)
0.182053      	(-1.907185e+00 1.840276e+00 2.849513e-08)
0.182071      	(-1.907423e+00 1.840523e+00 2.849528e-08)
0.182089      	(-1.907661e+00 1.840769e+00 2.849497e-08)
