# Selection : patch(outletGeo)
# Faces  :    94
# Area   :    8.762406e-06
# Time        	areaAverage(U)
0.158136      	(-1.437461e+00 1.377536e+00 2.216691e-08)
0.15816       	(-1.438049e+00 1.378097e+00 2.210026e-08)
0.158184      	(-1.438635e+00 1.378656e+00 2.200619e-08)
0.158207      	(-1.439219e+00 1.379211e+00 2.190189e-08)
0.158231      	(-1.439799e+00 1.379764e+00 2.180527e-08)
0.158255      	(-1.440378e+00 1.380315e+00 2.173143e-08)
0.158279      	(-1.440955e+00 1.380865e+00 2.168988e-08)
0.158303      	(-1.441530e+00 1.381413e+00 2.168391e-08)
0.158327      	(-1.442105e+00 1.381960e+00 2.171126e-08)
0.158351      	(-1.442679e+00 1.382506e+00 2.176560e-08)
0.158375      	(-1.443252e+00 1.383053e+00 2.183835e-08)
0.158399      	(-1.443825e+00 1.383599e+00 2.192035e-08)
0.158423      	(-1.444398e+00 1.384144e+00 2.200324e-08)
0.158446      	(-1.444970e+00 1.384690e+00 2.208035e-08)
0.15847       	(-1.445543e+00 1.385236e+00 2.214716e-08)
0.158494      	(-1.446115e+00 1.385782e+00 2.220130e-08)
0.158518      	(-1.446687e+00 1.386327e+00 2.224233e-08)
0.158542      	(-1.447260e+00 1.386873e+00 2.227127e-08)
0.158566      	(-1.447832e+00 1.387418e+00 2.229008e-08)
0.15859       	(-1.448404e+00 1.387964e+00 2.230118e-08)
0.158614      	(-1.448976e+00 1.388509e+00 2.230702e-08)
0.158638      	(-1.449547e+00 1.389054e+00 2.230976e-08)
0.158662      	(-1.450119e+00 1.389600e+00 2.231113e-08)
0.158685      	(-1.450690e+00 1.390145e+00 2.231231e-08)
0.158709      	(-1.451261e+00 1.390690e+00 2.231402e-08)
0.158733      	(-1.451832e+00 1.391234e+00 2.231656e-08)
0.158757      	(-1.452403e+00 1.391779e+00 2.231993e-08)
0.158781      	(-1.452974e+00 1.392324e+00 2.232399e-08)
0.158804      	(-1.453548e+00 1.392874e+00 2.235520e-08)
0.158828      	(-1.454130e+00 1.393431e+00 2.238834e-08)
0.158851      	(-1.454713e+00 1.393990e+00 2.239633e-08)
0.158875      	(-1.455295e+00 1.394547e+00 2.233028e-08)
0.158898      	(-1.455873e+00 1.395100e+00 2.220927e-08)
0.158922      	(-1.456447e+00 1.395648e+00 2.206017e-08)
0.158945      	(-1.457017e+00 1.396193e+00 2.191035e-08)
0.158969      	(-1.457584e+00 1.396734e+00 2.178361e-08)
0.158992      	(-1.458148e+00 1.397272e+00 2.169770e-08)
0.159015      	(-1.458710e+00 1.397809e+00 2.166174e-08)
0.159039      	(-1.459270e+00 1.398344e+00 2.167631e-08)
0.159062      	(-1.459830e+00 1.398878e+00 2.173499e-08)
0.159086      	(-1.460389e+00 1.399412e+00 2.182674e-08)
0.159109      	(-1.460947e+00 1.399945e+00 2.193849e-08)
0.159133      	(-1.461505e+00 1.400478e+00 2.205736e-08)
0.159156      	(-1.462063e+00 1.401011e+00 2.217232e-08)
0.15918       	(-1.462621e+00 1.401544e+00 2.227518e-08)
0.159203      	(-1.463178e+00 1.402078e+00 2.236093e-08)
0.159226      	(-1.463736e+00 1.402611e+00 2.242756e-08)
0.15925       	(-1.464294e+00 1.403144e+00 2.247551e-08)
0.159273      	(-1.464851e+00 1.403677e+00 2.250703e-08)
0.159297      	(-1.465409e+00 1.404209e+00 2.252534e-08)
0.15932       	(-1.465966e+00 1.404742e+00 2.253403e-08)
0.159344      	(-1.466523e+00 1.405275e+00 2.253649e-08)
0.159367      	(-1.467080e+00 1.405807e+00 2.253558e-08)
0.159391      	(-1.467637e+00 1.406340e+00 2.253347e-08)
0.159414      	(-1.468193e+00 1.406872e+00 2.253156e-08)
0.159437      	(-1.468749e+00 1.407404e+00 2.253062e-08)
0.159461      	(-1.469305e+00 1.407936e+00 2.253090e-08)
0.159484      	(-1.469861e+00 1.408468e+00 2.244728e-08)
0.159508      	(-1.470417e+00 1.408999e+00 2.232150e-08)
0.159531      	(-1.470973e+00 1.409531e+00 2.220737e-08)
0.159555      	(-1.471528e+00 1.410063e+00 2.214228e-08)
0.159578      	(-1.472083e+00 1.410594e+00 2.213946e-08)
0.159601      	(-1.472638e+00 1.411126e+00 2.219053e-08)
0.159625      	(-1.473193e+00 1.411657e+00 2.227360e-08)
0.159648      	(-1.473748e+00 1.412188e+00 2.236296e-08)
0.159672      	(-1.474303e+00 1.412719e+00 2.243701e-08)
0.159695      	(-1.474857e+00 1.413250e+00 2.248285e-08)
0.159719      	(-1.475412e+00 1.413781e+00 2.249719e-08)
0.159742      	(-1.475966e+00 1.414312e+00 2.248460e-08)
0.159766      	(-1.476520e+00 1.414843e+00 2.245439e-08)
0.159789      	(-1.477074e+00 1.415374e+00 2.241709e-08)
0.159812      	(-1.477627e+00 1.415904e+00 2.238175e-08)
0.159836      	(-1.478181e+00 1.416435e+00 2.235438e-08)
0.159859      	(-1.478734e+00 1.416965e+00 2.233746e-08)
0.159883      	(-1.479288e+00 1.417496e+00 2.233050e-08)
0.159906      	(-1.479841e+00 1.418026e+00 2.233108e-08)
0.15993       	(-1.480394e+00 1.418556e+00 2.233598e-08)
0.159953      	(-1.480947e+00 1.419086e+00 2.234224e-08)
0.159977      	(-1.481500e+00 1.419616e+00 2.234772e-08)
0.16          	(-1.482052e+00 1.420146e+00 2.235135e-08)
0.160023      	(-1.482605e+00 1.420677e+00 2.235797e-08)
0.160047      	(-1.483160e+00 1.421209e+00 2.236441e-08)
0.16007       	(-1.483714e+00 1.421741e+00 2.236905e-08)
0.160093      	(-1.484268e+00 1.422273e+00 2.237148e-08)
0.160117      	(-1.484822e+00 1.422804e+00 2.237203e-08)
0.16014       	(-1.485375e+00 1.423335e+00 2.237508e-08)
0.160163      	(-1.485928e+00 1.423866e+00 2.237862e-08)
0.160187      	(-1.486481e+00 1.424396e+00 2.238141e-08)
0.16021       	(-1.487033e+00 1.424926e+00 2.238286e-08)
0.160233      	(-1.487584e+00 1.425455e+00 2.238316e-08)
0.160257      	(-1.488134e+00 1.425983e+00 2.238271e-08)
0.16028       	(-1.488685e+00 1.426511e+00 2.238578e-08)
0.160303      	(-1.489235e+00 1.427039e+00 2.239015e-08)
0.160326      	(-1.489785e+00 1.427567e+00 2.239427e-08)
0.16035       	(-1.490335e+00 1.428095e+00 2.239763e-08)
0.160373      	(-1.490883e+00 1.428621e+00 2.240021e-08)
0.160396      	(-1.491432e+00 1.429147e+00 2.240233e-08)
0.160419      	(-1.491980e+00 1.429673e+00 2.240816e-08)
0.160443      	(-1.492528e+00 1.430200e+00 2.241524e-08)
0.160466      	(-1.493076e+00 1.430726e+00 2.242185e-08)
0.160489      	(-1.493624e+00 1.431252e+00 2.242735e-08)
0.160512      	(-1.494171e+00 1.431777e+00 2.243160e-08)
0.160535      	(-1.494717e+00 1.432301e+00 2.243489e-08)
0.160559      	(-1.495262e+00 1.432824e+00 2.243768e-08)
0.160582      	(-1.495808e+00 1.433348e+00 2.244429e-08)
0.160605      	(-1.496353e+00 1.433872e+00 2.245220e-08)
0.160628      	(-1.496899e+00 1.434396e+00 2.245967e-08)
0.160651      	(-1.497444e+00 1.434920e+00 2.246601e-08)
0.160674      	(-1.497989e+00 1.435442e+00 2.247108e-08)
0.160697      	(-1.498533e+00 1.435964e+00 2.247514e-08)
0.160721      	(-1.499077e+00 1.436487e+00 2.248252e-08)
0.160744      	(-1.499621e+00 1.437009e+00 2.249075e-08)
0.160767      	(-1.500165e+00 1.437532e+00 2.249818e-08)
0.16079       	(-1.500708e+00 1.438053e+00 2.250425e-08)
0.160813      	(-1.501251e+00 1.438574e+00 2.250892e-08)
0.160836      	(-1.501793e+00 1.439095e+00 2.251260e-08)
0.160859      	(-1.502334e+00 1.439614e+00 2.251580e-08)
0.160882      	(-1.502875e+00 1.440134e+00 2.252300e-08)
0.160905      	(-1.503417e+00 1.440654e+00 2.253161e-08)
0.160928      	(-1.503958e+00 1.441174e+00 2.253983e-08)
0.160951      	(-1.504499e+00 1.441694e+00 2.254688e-08)
0.160974      	(-1.505039e+00 1.442213e+00 2.255264e-08)
0.160997      	(-1.505579e+00 1.442731e+00 2.255736e-08)
0.16102       	(-1.506118e+00 1.443248e+00 2.256148e-08)
0.161043      	(-1.506657e+00 1.443766e+00 2.256948e-08)
0.161066      	(-1.507196e+00 1.444284e+00 2.257876e-08)
0.161089      	(-1.507735e+00 1.444802e+00 2.258751e-08)
0.161112      	(-1.508274e+00 1.445320e+00 2.259499e-08)
0.161135      	(-1.508812e+00 1.445837e+00 2.260108e-08)
0.161158      	(-1.509349e+00 1.446353e+00 2.260612e-08)
0.161181      	(-1.509886e+00 1.446869e+00 2.261457e-08)
0.161204      	(-1.510424e+00 1.447386e+00 2.262385e-08)
0.161227      	(-1.510961e+00 1.447902e+00 2.263221e-08)
0.16125       	(-1.511498e+00 1.448418e+00 2.263904e-08)
0.161273      	(-1.512034e+00 1.448933e+00 2.264432e-08)
0.161295      	(-1.512569e+00 1.449447e+00 2.264846e-08)
0.161318      	(-1.513104e+00 1.449961e+00 2.265198e-08)
0.161341      	(-1.513637e+00 1.450473e+00 2.265546e-08)
0.161364      	(-1.514171e+00 1.450987e+00 2.266355e-08)
0.161387      	(-1.514706e+00 1.451501e+00 2.267340e-08)
0.16141       	(-1.515240e+00 1.452014e+00 2.268297e-08)
0.161433      	(-1.515774e+00 1.452528e+00 2.269134e-08)
0.161455      	(-1.516308e+00 1.453041e+00 2.269828e-08)
0.161478      	(-1.516840e+00 1.453552e+00 2.270400e-08)
0.161501      	(-1.517372e+00 1.454064e+00 2.270897e-08)
0.161524      	(-1.517904e+00 1.454575e+00 2.271790e-08)
0.161547      	(-1.518436e+00 1.455087e+00 2.272803e-08)
0.16157       	(-1.518969e+00 1.455599e+00 2.273749e-08)
0.161592      	(-1.519501e+00 1.456111e+00 2.274537e-08)
0.161615      	(-1.520032e+00 1.456622e+00 2.275166e-08)
0.161638      	(-1.520562e+00 1.457131e+00 2.275672e-08)
0.161661      	(-1.521091e+00 1.457641e+00 2.276108e-08)
0.161683      	(-1.521621e+00 1.458150e+00 2.276957e-08)
0.161706      	(-1.522151e+00 1.458660e+00 2.277939e-08)
0.161729      	(-1.522681e+00 1.459170e+00 2.278863e-08)
0.161752      	(-1.523210e+00 1.459679e+00 2.279632e-08)
0.161774      	(-1.523739e+00 1.460188e+00 2.280243e-08)
0.161797      	(-1.524267e+00 1.460696e+00 2.280731e-08)
0.16182       	(-1.524794e+00 1.461203e+00 2.281153e-08)
0.161842      	(-1.525320e+00 1.461709e+00 2.281564e-08)
0.161865      	(-1.525847e+00 1.462216e+00 2.282448e-08)
0.161888      	(-1.526374e+00 1.462724e+00 2.283502e-08)
0.16191       	(-1.526901e+00 1.463231e+00 2.284513e-08)
0.161933      	(-1.527428e+00 1.463738e+00 2.285366e-08)
0.161956      	(-1.527954e+00 1.464245e+00 2.286049e-08)
0.161978      	(-1.528479e+00 1.464750e+00 2.286590e-08)
0.162001      	(-1.529003e+00 1.465255e+00 2.287044e-08)
0.162024      	(-1.529527e+00 1.465759e+00 2.287469e-08)
0.162046      	(-1.530051e+00 1.466264e+00 2.288359e-08)
0.162069      	(-1.530576e+00 1.466769e+00 2.289408e-08)
0.162092      	(-1.531101e+00 1.467275e+00 2.290405e-08)
0.162114      	(-1.531625e+00 1.467779e+00 2.291235e-08)
0.162137      	(-1.532148e+00 1.468284e+00 2.291888e-08)
0.162159      	(-1.532671e+00 1.468787e+00 2.292399e-08)
0.162182      	(-1.533192e+00 1.469289e+00 2.292824e-08)
0.162204      	(-1.533713e+00 1.469791e+00 2.293223e-08)
0.162227      	(-1.534235e+00 1.470294e+00 2.294102e-08)
0.16225       	(-1.534757e+00 1.470797e+00 2.295146e-08)
0.162272      	(-1.535279e+00 1.471300e+00 2.296138e-08)
0.162295      	(-1.535800e+00 1.471802e+00 2.296964e-08)
0.162317      	(-1.536321e+00 1.472304e+00 2.297604e-08)
0.16234       	(-1.536841e+00 1.472805e+00 2.298089e-08)
0.162362      	(-1.537360e+00 1.473305e+00 2.298484e-08)
0.162385      	(-1.537879e+00 1.473805e+00 2.298861e-08)
0.162407      	(-1.538397e+00 1.474305e+00 2.299743e-08)
0.16243       	(-1.538917e+00 1.474806e+00 2.300811e-08)
0.162452      	(-1.539436e+00 1.475307e+00 2.301838e-08)
0.162475      	(-1.539955e+00 1.475807e+00 2.302702e-08)
0.162497      	(-1.540473e+00 1.476307e+00 2.303376e-08)
0.16252       	(-1.540990e+00 1.476805e+00 2.303888e-08)
0.162542      	(-1.541507e+00 1.477303e+00 2.304303e-08)
0.162564      	(-1.542022e+00 1.477800e+00 2.304694e-08)
0.162587      	(-1.542537e+00 1.478297e+00 2.305120e-08)
0.162609      	(-1.543053e+00 1.478794e+00 2.306090e-08)
0.162632      	(-1.543570e+00 1.479293e+00 2.307253e-08)
0.162654      	(-1.544086e+00 1.479791e+00 2.308356e-08)
0.162676      	(-1.544602e+00 1.480289e+00 2.309258e-08)
0.162699      	(-1.545117e+00 1.480786e+00 2.309937e-08)
0.162721      	(-1.545631e+00 1.481282e+00 2.310422e-08)
0.162744      	(-1.546145e+00 1.481777e+00 2.310780e-08)
0.162766      	(-1.546658e+00 1.482272e+00 2.311083e-08)
0.162788      	(-1.547171e+00 1.482767e+00 2.311883e-08)
0.162811      	(-1.547685e+00 1.483263e+00 2.312855e-08)
0.162833      	(-1.548199e+00 1.483760e+00 2.313775e-08)
0.162855      	(-1.548712e+00 1.484255e+00 2.314523e-08)
0.162878      	(-1.549225e+00 1.484750e+00 2.315090e-08)
0.1629        	(-1.549736e+00 1.485244e+00 2.315512e-08)
0.162922      	(-1.550247e+00 1.485736e+00 2.315852e-08)
0.162945      	(-1.550757e+00 1.486229e+00 2.316176e-08)
0.162967      	(-1.551267e+00 1.486720e+00 2.316538e-08)
0.162989      	(-1.551777e+00 1.487213e+00 2.317474e-08)
0.163012      	(-1.552288e+00 1.487706e+00 2.318617e-08)
0.163034      	(-1.552799e+00 1.488200e+00 2.319706e-08)
0.163056      	(-1.553309e+00 1.488693e+00 2.320598e-08)
0.163078      	(-1.553819e+00 1.489185e+00 2.321267e-08)
0.163101      	(-1.554327e+00 1.489676e+00 2.321745e-08)
0.163123      	(-1.554835e+00 1.490166e+00 2.322097e-08)
0.163145      	(-1.555342e+00 1.490656e+00 2.322397e-08)
0.163167      	(-1.555849e+00 1.491145e+00 2.322708e-08)
0.16319       	(-1.556355e+00 1.491633e+00 2.323077e-08)
0.163212      	(-1.556862e+00 1.492123e+00 2.324048e-08)
0.163234      	(-1.557370e+00 1.492614e+00 2.325234e-08)
0.163256      	(-1.557877e+00 1.493104e+00 2.326364e-08)
0.163278      	(-1.558385e+00 1.493594e+00 2.327287e-08)
0.1633        	(-1.558891e+00 1.494084e+00 2.327978e-08)
0.163323      	(-1.559397e+00 1.494572e+00 2.328472e-08)
0.163345      	(-1.559901e+00 1.495060e+00 2.328836e-08)
0.163367      	(-1.560405e+00 1.495547e+00 2.329148e-08)
0.163389      	(-1.560909e+00 1.496033e+00 2.329474e-08)
0.163411      	(-1.561413e+00 1.496520e+00 2.330389e-08)
0.163433      	(-1.561918e+00 1.497008e+00 2.331518e-08)
0.163456      	(-1.562423e+00 1.497496e+00 2.332594e-08)
0.163478      	(-1.562927e+00 1.497984e+00 2.333473e-08)
0.1635        	(-1.563431e+00 1.498471e+00 2.334131e-08)
0.163522      	(-1.563933e+00 1.498956e+00 2.334604e-08)
0.163544      	(-1.564435e+00 1.499441e+00 2.334962e-08)
0.163566      	(-1.564936e+00 1.499926e+00 2.335280e-08)
0.163588      	(-1.565437e+00 1.500409e+00 2.335623e-08)
0.16361       	(-1.565936e+00 1.500892e+00 2.336037e-08)
0.163632      	(-1.566436e+00 1.501375e+00 2.336542e-08)
0.163654      	(-1.566936e+00 1.501859e+00 2.337698e-08)
0.163677      	(-1.567438e+00 1.502344e+00 2.339073e-08)
0.163699      	(-1.567939e+00 1.502829e+00 2.340371e-08)
0.163721      	(-1.568440e+00 1.503314e+00 2.341429e-08)
0.163743      	(-1.568940e+00 1.503797e+00 2.342219e-08)
0.163765      	(-1.569440e+00 1.504280e+00 2.342780e-08)
0.163787      	(-1.569938e+00 1.504762e+00 2.343188e-08)
0.163809      	(-1.570436e+00 1.505243e+00 2.343527e-08)
0.163831      	(-1.570933e+00 1.505724e+00 2.343870e-08)
0.163853      	(-1.571429e+00 1.506204e+00 2.344273e-08)
0.163875      	(-1.571926e+00 1.506685e+00 2.345454e-08)
0.163897      	(-1.572425e+00 1.507167e+00 2.346727e-08)
0.163919      	(-1.572923e+00 1.507650e+00 2.347939e-08)
0.163941      	(-1.573421e+00 1.508132e+00 2.348931e-08)
0.163963      	(-1.573918e+00 1.508613e+00 2.349674e-08)
0.163984      	(-1.574414e+00 1.509093e+00 2.350209e-08)
0.164006      	(-1.574909e+00 1.509572e+00 2.350609e-08)
0.164028      	(-1.575403e+00 1.510050e+00 2.350960e-08)
0.16405       	(-1.575897e+00 1.510527e+00 2.351334e-08)
0.164072      	(-1.576390e+00 1.511004e+00 2.351779e-08)
0.164094      	(-1.576883e+00 1.511481e+00 2.352324e-08)
0.164116      	(-1.577377e+00 1.511959e+00 2.353684e-08)
0.164138      	(-1.577871e+00 1.512438e+00 2.355136e-08)
0.16416       	(-1.578367e+00 1.512918e+00 2.356503e-08)
0.164182      	(-1.578861e+00 1.513397e+00 2.357618e-08)
0.164204      	(-1.579355e+00 1.513875e+00 2.358435e-08)
0.164226      	(-1.579847e+00 1.514351e+00 2.359006e-08)
0.164247      	(-1.580339e+00 1.514827e+00 2.359417e-08)
0.164269      	(-1.580830e+00 1.515303e+00 2.359762e-08)
0.164291      	(-1.581320e+00 1.515777e+00 2.360122e-08)
0.164313      	(-1.581809e+00 1.516251e+00 2.360555e-08)
0.164335      	(-1.582299e+00 1.516725e+00 2.361095e-08)
0.164357      	(-1.582787e+00 1.517198e+00 2.361750e-08)
0.164379      	(-1.583277e+00 1.517672e+00 2.363244e-08)
0.1644        	(-1.583768e+00 1.518148e+00 2.364828e-08)
0.164422      	(-1.584260e+00 1.518625e+00 2.366304e-08)
0.164444      	(-1.584751e+00 1.519100e+00 2.367498e-08)
0.164466      	(-1.585241e+00 1.519575e+00 2.368363e-08)
0.164487      	(-1.585730e+00 1.520049e+00 2.368957e-08)
0.164509      	(-1.586218e+00 1.520521e+00 2.369372e-08)
0.164531      	(-1.586705e+00 1.520993e+00 2.369712e-08)
0.164553      	(-1.587191e+00 1.521464e+00 2.370066e-08)
0.164575      	(-1.587677e+00 1.521935e+00 2.370498e-08)
0.164596      	(-1.588162e+00 1.522405e+00 2.371043e-08)
0.164618      	(-1.588647e+00 1.522875e+00 2.371712e-08)
0.16464       	(-1.589133e+00 1.523346e+00 2.373254e-08)
0.164662      	(-1.589621e+00 1.523819e+00 2.374900e-08)
0.164683      	(-1.590109e+00 1.524292e+00 2.376437e-08)
0.164705      	(-1.590596e+00 1.524764e+00 2.377680e-08)
0.164727      	(-1.591082e+00 1.525236e+00 2.378580e-08)
0.164748      	(-1.591567e+00 1.525706e+00 2.379197e-08)
0.16477       	(-1.592052e+00 1.526176e+00 2.379627e-08)
0.164792      	(-1.592535e+00 1.526644e+00 2.379978e-08)
0.164814      	(-1.593017e+00 1.527112e+00 2.380343e-08)
0.164835      	(-1.593499e+00 1.527579e+00 2.380789e-08)
0.164857      	(-1.593981e+00 1.528046e+00 2.381353e-08)
0.164879      	(-1.594462e+00 1.528512e+00 2.382046e-08)
0.1649        	(-1.594943e+00 1.528978e+00 2.382858e-08)
0.164922      	(-1.595425e+00 1.529446e+00 2.384410e-08)
0.164944      	(-1.595909e+00 1.529915e+00 2.386106e-08)
0.164965      	(-1.596392e+00 1.530385e+00 2.387700e-08)
0.164987      	(-1.596876e+00 1.530854e+00 2.388984e-08)
0.165008      	(-1.597358e+00 1.531322e+00 2.389906e-08)
0.16503       	(-1.597839e+00 1.531789e+00 2.390531e-08)
0.165052      	(-1.598320e+00 1.532254e+00 2.390962e-08)
0.165073      	(-1.598799e+00 1.532719e+00 2.391314e-08)
0.165095      	(-1.599277e+00 1.533183e+00 2.391687e-08)
0.165116      	(-1.599755e+00 1.533647e+00 2.392150e-08)
0.165138      	(-1.600233e+00 1.534110e+00 2.392740e-08)
0.16516       	(-1.600710e+00 1.534573e+00 2.393466e-08)
0.165181      	(-1.601186e+00 1.535035e+00 2.394318e-08)
0.165203      	(-1.601663e+00 1.535497e+00 2.395269e-08)
0.165224      	(-1.602140e+00 1.535961e+00 2.396973e-08)
0.165246      	(-1.602620e+00 1.536427e+00 2.398799e-08)
0.165267      	(-1.603100e+00 1.536893e+00 2.400485e-08)
0.165289      	(-1.603579e+00 1.537358e+00 2.401818e-08)
0.16531       	(-1.604057e+00 1.537823e+00 2.402754e-08)
0.165332      	(-1.604534e+00 1.538286e+00 2.403364e-08)
0.165353      	(-1.605010e+00 1.538748e+00 2.403765e-08)
0.165375      	(-1.605485e+00 1.539209e+00 2.404083e-08)
0.165396      	(-1.605959e+00 1.539669e+00 2.404425e-08)
0.165418      	(-1.606433e+00 1.540128e+00 2.404864e-08)
0.165439      	(-1.606906e+00 1.540587e+00 2.405441e-08)
0.165461      	(-1.607378e+00 1.541046e+00 2.406165e-08)
0.165482      	(-1.607850e+00 1.541505e+00 2.407022e-08)
0.165504      	(-1.608322e+00 1.541963e+00 2.407985e-08)
0.165525      	(-1.608796e+00 1.542423e+00 2.409749e-08)
0.165547      	(-1.609271e+00 1.542885e+00 2.411647e-08)
0.165568      	(-1.609747e+00 1.543347e+00 2.413392e-08)
0.16559       	(-1.610222e+00 1.543809e+00 2.414761e-08)
0.165611      	(-1.610696e+00 1.544270e+00 2.415707e-08)
0.165632      	(-1.611169e+00 1.544729e+00 2.416306e-08)
0.165654      	(-1.611640e+00 1.545187e+00 2.416682e-08)
0.165675      	(-1.612111e+00 1.545644e+00 2.416969e-08)
0.165697      	(-1.612580e+00 1.546100e+00 2.417279e-08)
0.165718      	(-1.613049e+00 1.546556e+00 2.417693e-08)
0.16574       	(-1.613518e+00 1.547011e+00 2.418251e-08)
0.165761      	(-1.613986e+00 1.547465e+00 2.418964e-08)
0.165782      	(-1.614453e+00 1.547920e+00 2.419818e-08)
0.165804      	(-1.614921e+00 1.548374e+00 2.420783e-08)
0.165825      	(-1.615388e+00 1.548828e+00 2.421826e-08)
0.165847      	(-1.615855e+00 1.549282e+00 2.422912e-08)
0.165868      	(-1.616324e+00 1.549738e+00 2.424797e-08)
0.165889      	(-1.616794e+00 1.550196e+00 2.426894e-08)
0.16591       	(-1.617266e+00 1.550654e+00 2.428650e-08)
0.165932      	(-1.617736e+00 1.551112e+00 2.429980e-08)
0.165953      	(-1.618206e+00 1.551568e+00 2.430848e-08)
0.165974      	(-1.618674e+00 1.552023e+00 2.431345e-08)
0.165996      	(-1.619140e+00 1.552477e+00 2.431611e-08)
0.166017      	(-1.619606e+00 1.552930e+00 2.431792e-08)
0.166038      	(-1.620071e+00 1.553381e+00 2.432010e-08)
0.16606       	(-1.620534e+00 1.553832e+00 2.432349e-08)
0.166081      	(-1.620998e+00 1.554283e+00 2.432853e-08)
0.166102      	(-1.621461e+00 1.554733e+00 2.433529e-08)
0.166123      	(-1.621923e+00 1.555183e+00 2.434361e-08)
0.166145      	(-1.622386e+00 1.555632e+00 2.435317e-08)
0.166166      	(-1.622848e+00 1.556082e+00 2.436357e-08)
0.166187      	(-1.623309e+00 1.556531e+00 2.437445e-08)
0.166209      	(-1.623771e+00 1.556980e+00 2.438552e-08)
0.16623       	(-1.624233e+00 1.557429e+00 2.439652e-08)
0.166251      	(-1.624696e+00 1.557881e+00 2.441586e-08)
0.166272      	(-1.625162e+00 1.558334e+00 2.443577e-08)
0.166293      	(-1.625628e+00 1.558788e+00 2.445254e-08)
0.166315      	(-1.626094e+00 1.559242e+00 2.446508e-08)
0.166336      	(-1.626558e+00 1.559694e+00 2.447295e-08)
0.166357      	(-1.627021e+00 1.560144e+00 2.447694e-08)
0.166378      	(-1.627482e+00 1.560593e+00 2.447861e-08)
0.166399      	(-1.627943e+00 1.561041e+00 2.447951e-08)
